query,subject,score,label
10514,10589,0,0
51096,221079,0,0
55561,4939,0,0
51025,84289,0,0
219670,8106,0,0
7385,4724,867,1
9391,167826,0,0
9892,80763,0,0
28954,91012,0,0
6045,1911,795,1
1352,2122,0,0
1468,90342,0,0
5432,5441,998,1
58488,3687,0,0
9092,23020,998,1
3219,11072,0,0
79689,51301,0,0
23673,9554,795,1
51258,168667,0,0
5318,3233,0,0
51704,6814,787,1
83440,23593,0,0
6652,92483,873,1
57794,58477,784,1
9282,219541,914,1
2935,6193,800,1
23603,51491,0,0
7386,1537,870,1
29927,6152,800,1
375449,54733,0,0
6785,55796,0,0
345611,54550,0,0
10025,219541,917,1
51534,9650,0,0
1299,1298,800,1
63876,6689,0,0
22908,4718,0,0
2058,9521,970,1
7283,10426,929,1
93185,9604,0,0
51678,23404,993,1
4715,4719,951,1
2647,93986,0,0
80206,5581,0,0
8987,5507,828,1
140685,9026,0,0
7775,7572,747,1
9735,11171,0,0
171169,8908,0,0
81606,1195,0,0
25894,6903,0,0
2184,10042,0,0
3617,23568,0,0
84560,5293,0,0
54437,79759,0,0
7263,51112,0,0
6597,7155,815,1
7249,93649,0,0
80758,9077,0,0
27343,23536,0,0
5438,6917,800,1
10369,140578,0,0
726,6339,0,0
80314,8607,787,1
6847,23409,0,0
6142,9349,955,1
5695,5693,972,1
23523,6913,0,0
80789,55174,993,1
3217,3222,800,1
23334,8131,993,1
54221,8727,818,1
5930,1196,777,1
8021,23636,832,1
85464,58494,0,0
1975,1981,812,1
7763,60558,0,0
6170,100128731,800,1
402665,8729,0,0
8621,8812,856,1
1460,5305,860,1
54880,829,0,0
50814,6451,0,0
84630,9025,0,0
10240,64928,800,1
4090,1181,0,0
23360,27287,0,0
56180,84376,0,0
11016,1871,0,0
5192,4900,0,0
5534,1827,723,1
6232,6152,958,1
6634,6625,958,1
6194,10209,800,1
139285,1499,764,1
23450,6628,800,1
4053,26084,0,0
10319,11272,0,0
89782,1605,0,0
1572,2013,0,0
5861,112724,725,1
988,23350,980,1
1763,54884,0,0
6490,55028,0,0
988,29127,980,1
9595,57804,0,0
64983,90480,800,1
6223,79776,0,0
8575,23560,742,1
6944,55929,938,1
10200,51010,998,1
79031,6468,808,1
100144748,8909,0,0
4691,4676,822,1
2146,26147,773,1
83700,4536,0,0
50808,55787,0,0
4705,4694,800,1
6169,6159,956,1
23291,5932,0,0
988,10801,980,1
11249,239,0,0
115426,5111,870,1
57584,56246,0,0
1659,6632,800,1
166,92129,827,1
64834,9317,0,0
5217,1368,0,0
1942,1360,0,0
8175,25956,734,1
5411,988,980,1
1264,84883,0,0
27340,10528,815,1
85477,4046,817,1
51316,84897,0,0
6208,9349,963,1
7675,57786,704,1
51073,23162,0,0
6228,2557,0,0
5162,5163,799,1
6124,6229,719,1
132204,10959,0,0
1915,6164,800,1
161742,23613,0,0
6232,6194,959,1
79706,5356,800,1
11056,4804,0,0
2071,5434,800,1
8270,3608,857,1
22987,100131801,0,0
55159,5333,0,0
1537,4541,800,1
83737,5824,0,0
26986,1981,870,1
4218,6342,816,1
54998,57576,0,0
6895,79698,766,1
79018,63950,0,0
79228,55854,812,1
3043,3240,870,1
6228,6181,961,1
3265,64598,0,0
10363,9678,729,1
330,7322,870,1
9696,79929,0,0
6233,6189,956,1
71,55486,0,0
4848,1233,787,1
54662,27285,0,0
60561,55850,816,1
6618,87,0,0
55699,3188,827,1
23223,10627,0,0
84691,2239,0,0
396,11011,0,0
5685,5684,972,1
23209,80271,0,0
9716,56949,966,1
10766,1562,0,0
5432,5430,998,1
4045,51103,0,0
5441,2966,800,1
23389,9968,912,1
7385,27089,969,1
5685,5695,973,1
6247,6528,0,0
324,1499,933,1
2176,55120,993,1
63970,3190,0,0
6208,6159,800,1
55506,9437,0,0
51329,5305,729,1
57030,2006,0,0
7288,1647,0,0
22938,51340,963,1
80267,1650,754,1
2733,23148,0,0
23186,57623,0,0
5929,79852,0,0
55663,6206,0,0
154,54331,883,1
6494,23549,0,0
3921,6229,866,1
55755,9891,0,0
1164,1018,813,1
11260,80381,0,0
151531,4312,0,0
10560,5098,0,0
114787,84296,0,0
5027,3141,0,0
89887,26580,0,0
54210,23760,0,0
9913,80117,0,0
83759,4991,0,0
9141,161725,0,0
64756,54965,0,0
6187,6144,961,1
22913,57338,0,0
5689,5705,972,1
55616,94032,0,0
415116,631,0,0
22944,55224,0,0
90390,23097,817,1
55037,28957,976,1
374291,1537,800,1
9162,160728,0,0
245937,54856,0,0
7204,387,866,1
1937,1915,822,1
55079,6183,0,0
9230,11100,801,1
54769,7287,0,0
8477,10284,0,0
3581,9236,0,0
4774,4248,0,0
66008,3831,754,1
57732,241,0,0
5158,84954,0,0
55466,84620,0,0
3955,55781,0,0
1956,5781,742,1
7316,5691,800,1
988,81929,980,1
2936,4839,0,0
1585,55825,0,0
56915,8111,0,0
221935,64220,0,0
8450,91010,0,0
23174,624,0,0
51412,6601,710,1
65109,10921,993,1
9412,400569,928,1
3480,3479,870,1
58524,634,0,0
6497,23098,0,0
54869,2597,0,0
9374,5091,811,1
56893,8558,0,0
7098,81858,742,1
7444,57705,0,0
196264,7336,0,0
51372,7507,0,0
6443,137868,791,1
65003,64976,962,1
2074,1318,0,0
23214,6512,0,0
27133,1362,0,0
81671,26272,0,0
124583,26278,0,0
84735,64768,0,0
3400,11137,0,0
6206,10480,800,1
348235,64344,0,0
7186,85437,0,0
7461,22981,0,0
128853,2245,0,0
5588,1147,860,1
26039,6602,813,1
120,64975,0,0
84262,3720,0,0
28232,113179,0,0
6605,55274,804,1
5550,284086,0,0
25809,1646,0,0
93380,79923,0,0
29927,6147,800,1
7903,51611,0,0
27348,55247,0,0
7001,81605,816,1
6139,4973,0,0
10952,6138,800,1
55037,65080,800,1
4069,126074,0,0
6137,6209,961,1
23017,203102,0,0
10096,10092,993,1
118487,64979,800,1
7023,5217,0,0
4318,11148,0,0
316,8688,0,0
55556,58499,0,0
988,10640,980,1
5438,2967,800,1
51021,64979,800,1
6137,9349,962,1
155061,57493,0,0
5745,6490,0,0
3835,85455,0,0
6633,1207,807,1
10621,5431,819,1
197342,10913,0,0
84545,51021,800,1
645811,55353,0,0
129138,80230,0,0
54927,316,0,0
10574,541466,0,0
2542,2584,0,0
7386,4707,800,1
28973,54998,939,1
6760,1308,0,0
816,815,899,1
80324,284,0,0
7094,55787,819,1
374291,4724,904,1
51605,115708,988,1
65109,10482,993,1
861,2113,800,1
6210,7311,923,1
7545,23456,0,0
151011,10801,857,1
23373,9919,0,0
10761,57634,773,1
8774,54112,0,0
6804,8773,993,1
79056,8697,0,0
2957,5434,851,1
152137,5609,0,0
90480,54998,813,1
5438,5441,964,1
10025,1024,807,1
23244,83659,0,0
4696,51079,921,1
145864,168374,0,0
2879,2026,827,1
6527,23617,0,0
5130,84465,0,0
5432,55011,722,1
6880,921,0,0
10552,9021,0,0
5549,8290,0,0
57019,9255,869,1
123169,9646,942,1
9092,9967,777,1
2033,54221,0,0
6187,4736,962,1
117145,56477,0,0
6627,57819,878,1
3998,80267,754,1
10152,26999,817,1
645811,8399,0,0
10209,6207,800,1
51282,79414,0,0
6181,6159,800,1
284459,84630,0,0
10723,665,0,0
6187,6189,962,1
6194,6204,960,1
887,4001,0,0
55788,8412,0,0
115352,5746,0,0
25949,57703,800,1
84083,5111,973,1
55891,3831,0,0
4159,4013,0,0
171568,10621,904,1
7411,10471,830,1
7411,2617,813,1
740,9374,794,1
26015,10567,0,0
10465,9532,719,1
23659,84984,0,0
162540,163589,0,0
57187,64328,811,1
64318,10969,809,1
8030,132851,0,0
3184,10949,789,1
55283,79665,0,0
5516,6801,860,1
55837,11319,812,1
5439,6917,800,1
27111,161253,0,0
22992,27243,0,0
9839,131096,0,0
116028,7156,864,1
4695,4728,998,1
6228,6146,959,1
3744,3736,771,1
10767,6193,876,1
11224,6191,963,1
84154,10969,848,1
6996,284340,0,0
59342,27068,811,1
10745,51203,0,0
57506,3850,0,0
8800,8992,0,0
1434,7319,713,1
3294,79143,0,0
51594,23673,752,1
9343,3550,899,1
10087,3213,0,0
5929,988,980,1
6124,6187,963,1
57606,2271,0,0
79370,131377,0,0
1174,162,988,1
6129,6194,963,1
332,9282,768,1
84342,221472,0,0
22848,10900,873,1
23091,112950,993,1
5708,5710,961,1
6891,56269,0,0
79823,25924,0,0
7416,7381,734,1
10269,81572,0,0
9026,8399,0,0
55737,51028,810,1
5826,64928,0,0
2158,462,870,1
3815,5294,708,1
64848,389136,0,0
8239,51506,820,1
11140,6093,0,0
50939,10313,0,0
4332,145282,0,0
64641,113510,0,0
6615,23199,813,1
64599,5328,0,0
1915,9349,800,1
89884,6941,0,0
91056,339,0,0
27339,51645,800,1
57826,6598,0,0
51001,10485,0,0
1787,10287,0,0
771,84976,0,0
55696,1659,800,1
1908,51752,0,0
51107,260429,0,0
29796,4708,800,1
388552,83759,0,0
51065,3921,797,1
11224,6175,956,1
2281,2026,811,1
64795,283209,0,0
51744,10561,0,0
2963,5434,958,1
84947,10613,0,0
6633,56949,800,1
5256,758,702,1
8447,80705,0,0
6129,6193,956,1
4340,51564,0,0
79884,64399,0,0
23560,51154,818,1
7818,10884,800,1
6790,22974,977,1
56901,4240,0,0
9858,116844,0,0
1783,51143,938,1
65056,10190,0,0
55343,26290,0,0
26054,11142,0,0
8697,119504,985,1
740,6150,800,1
2157,169044,0,0
84312,23569,0,0
10528,4839,818,1
8175,5511,734,1
5685,7314,800,1
6627,11193,800,1
26277,54386,826,1
8204,114757,0,0
57493,29116,0,0
64764,23075,0,0
80789,57508,993,1
9236,131177,0,0
79842,3508,0,0
367,10499,870,1
23019,1656,856,1
80235,53632,0,0
7473,284129,0,0
10202,941,0,0
27248,51439,860,1
6142,6224,823,1
1615,9521,838,1
23480,25873,800,1
4723,4541,800,1
8744,201799,0,0
64757,55016,0,0
55911,2262,0,0
1915,6202,867,1
4715,4538,800,1
8216,171568,0,0
5436,80789,993,1
54617,2124,0,0
81559,79718,0,0
79783,87,0,0
7520,6778,0,0
5432,6829,802,1
5707,7311,800,1
10907,23020,800,1
6284,23576,0,0
3906,83638,0,0
114971,8819,0,0
6144,6218,953,1
5264,84315,0,0
7813,9638,0,0
164781,2766,0,0
55746,23279,869,1
7775,2262,0,0
7319,85451,713,1
1030,23543,0,0
9412,9969,936,1
4835,286826,0,0
5058,5881,861,1
4713,4715,874,1
6227,6232,800,1
3692,10969,817,1
8175,11338,931,1
9775,65109,993,1
1396,1622,873,1
1736,57062,815,1
51204,6820,0,0
54838,9779,0,0
7076,4312,870,1
10847,81539,0,0
6133,6141,963,1
51013,5393,998,1
6633,51340,877,1
55967,4537,800,1
55571,9337,826,1
2766,56886,0,0
23412,11270,0,0
10395,6101,0,0
84324,58477,820,1
196528,6602,821,1
55787,79751,0,0
51639,29914,0,0
29922,6001,0,0
3292,9973,0,0
59342,23607,850,1
55055,10920,0,0
10484,6396,842,1
51010,51567,993,1
51762,5872,806,1
84708,7316,800,1
23451,57819,800,1
10623,5437,857,1
3229,84203,0,0
64682,51592,993,1
79109,64223,900,1
26155,56904,0,0
8814,5597,0,0
8563,10189,860,1
26271,51433,866,1
2597,5230,815,1
4702,54575,0,0
6634,26121,828,1
10573,64979,800,1
5428,11232,870,1
405754,11247,0,0
409,11160,0,0
90693,79016,0,0
6164,6158,871,1
10952,6143,800,1
5170,122970,0,0
6227,26135,800,1
54998,219927,812,1
23456,119391,0,0
10614,1025,816,1
29028,54974,0,0
55339,121601,0,0
7448,375748,0,0
55343,5694,0,0
2060,85439,856,1
9477,9862,830,1
3053,29079,0,0
9646,79577,869,1
4201,7515,0,0
255231,30816,0,0
266722,10388,0,0
6599,6604,859,1
8760,27122,0,0
55245,3543,0,0
6181,7311,897,1
6159,6234,800,1
6508,27257,0,0
2993,10524,0,0
1973,1982,815,1
132949,10886,0,0
2770,5996,800,1
3751,26872,0,0
80306,219541,993,1
1315,988,980,1
55876,23382,0,0
92283,27333,0,0
9716,10286,800,1
51692,8193,0,0
26297,55246,0,0
53834,1014,0,0
3448,9650,0,0
5711,80227,825,1
23480,6230,800,1
127700,8908,816,1
27314,4976,0,0
54994,1211,0,0
5424,7040,0,0
1983,8666,866,1
5499,5500,885,1
51669,7140,0,0
64324,32,0,0
5438,58490,794,1
84681,58517,0,0
1358,5251,0,0
6152,55706,0,0
53918,6191,800,1
5721,5682,818,1
25906,26003,0,0
8683,1937,801,1
7389,157638,766,1
10994,23787,719,1
6228,6234,958,1
403341,1301,0,0
3601,91977,0,0
705,6210,800,1
1737,4720,871,1
10542,10325,993,1
6206,29927,800,1
6146,100128731,800,1
54468,8131,993,1
11267,84993,808,1
5198,2778,817,1
51295,23464,777,1
6397,92736,0,0
3300,6746,0,0
5704,5708,972,1
29789,51237,0,0
6656,11154,0,0
26063,6844,0,0
1621,53344,0,0
85451,53834,0,0
8896,9343,800,1
440738,2064,0,0
10063,51506,859,1
23462,11316,0,0
9652,8780,0,0
283375,162681,0,0
83590,10413,0,0
23133,10249,0,0
8831,6695,0,0
8289,1973,0,0
23157,151011,864,1
1844,8664,0,0
6210,6207,957,1
285704,650,858,1
342977,5047,0,0
5721,5695,742,1
6336,7410,0,0
10902,7203,0,0
7453,28952,819,1
196541,93649,0,0
6203,6159,800,1
4704,4723,958,1
127294,6135,0,0
6125,23521,947,1
8557,7273,870,1
95681,55816,0,0
541466,26508,0,0
219927,57129,925,1
55588,9282,914,1
9705,80306,0,0
5440,5430,998,1
91522,1794,0,0
5054,5328,870,1
5226,2664,820,1
25992,23185,0,0
117581,29954,0,0
6917,220,0,0
26517,5832,818,1
151295,57819,0,0
4728,25915,845,1
25902,3455,0,0
2793,2782,993,1
867,5295,871,1
996,119504,993,1
222229,2251,0,0
5730,10471,0,0
55720,6207,837,1
55764,85004,0,0
6138,6193,954,1
5434,5276,0,0
115861,51182,0,0
51340,5356,941,1
6181,6146,959,1
55612,83706,835,1
2778,2782,729,1
4670,3073,0,0
7703,80712,0,0
4752,4225,0,0
50514,84329,0,0
51602,23246,816,1
4174,1029,869,1
51642,10240,800,1
55023,5826,0,0
23521,6152,960,1
150737,23059,734,1
56915,57379,895,1
6135,6222,962,1
4733,23066,885,1
6228,51065,782,1
55016,2902,0,0
64975,10884,935,1
7840,2263,0,0
6170,9045,800,1
5514,9414,0,0
2528,9400,0,0
5260,4928,0,0
5519,80789,993,1
50855,11077,0,0
64097,146198,0,0
57091,254263,0,0
27019,1503,0,0
10273,7334,864,1
5939,6434,820,1
22794,6628,800,1
3178,5725,771,1
54892,5649,0,0
1917,7407,780,1
10469,5479,820,1
4800,55327,0,0
202051,54549,0,0
55534,11162,0,0
433,4515,0,0
10240,64975,800,1
7508,6118,737,1
6176,6139,800,1
6205,79192,0,0
27340,51602,807,1
5689,5694,972,1
112970,55432,0,0
11344,10422,812,1
65123,9640,993,1
7325,28970,0,0
55823,57647,0,0
51602,10813,867,1
11143,84289,917,1
11030,6542,0,0
4440,79618,0,0
8089,26122,816,1
7205,10054,773,1
2548,9564,0,0
5699,5688,800,1
51496,3480,0,0
5897,79447,0,0
51143,1780,826,1
64130,83439,0,0
80763,55300,0,0
9282,9170,0,0
8666,10480,942,1
81608,28956,886,1
843,837,860,1
27434,5519,0,0
4724,10975,800,1
22980,26523,742,1
55037,54998,840,1
1690,23335,0,0
8178,27125,864,1
10577,6137,0,0
2107,7311,800,1
56672,147011,0,0
6234,6691,0,0
157313,5655,0,0
50615,26015,0,0
28998,219927,800,1
148113,80129,0,0
58190,2124,0,0
4537,10975,800,1
3222,3216,800,1
6125,6158,827,1
140467,55090,0,0
10681,2785,993,1
84902,310,0,0
85437,80145,809,1
64077,9488,0,0
7818,56945,977,1
6205,6228,960,1
6175,6234,800,1
6135,25873,964,1
6208,2935,800,1
85461,28958,0,0
6817,63892,775,1
221830,2073,0,0
6801,5519,860,1
55252,23432,0,0
199,128209,0,0
5685,56984,809,1
2967,283377,0,0
200539,3035,0,0
10952,6193,800,1
54521,25804,820,1
677,6917,0,0
3214,3221,800,1
27143,55742,0,0
4803,6484,0,0
4174,4176,895,1
4176,8317,895,1
580,5932,860,1
6218,26135,800,1
4692,84932,0,0
8175,7803,734,1
5626,3899,0,0
5518,6788,860,1
10465,25804,832,1
6142,51602,794,1
57491,161725,0,0
197257,345778,0,0
55808,87769,0,0
26013,284076,0,0
4839,10813,871,1
54585,80024,0,0
196528,6760,828,1
6228,83732,800,1
6790,9960,742,1
7297,57101,0,0
259197,11270,0,0
3357,4215,0,0
3214,50805,0,0
27338,29882,993,1
8175,9416,734,1
5689,51377,867,1
902,11328,0,0
8382,84816,0,0
56105,2071,0,0
51065,6125,800,1
3837,10073,870,1
29927,6132,800,1
3570,3569,870,1
3337,25822,710,1
50814,657,0,0
8073,22976,0,0
5700,7316,800,1
26054,51449,0,0
339896,8739,0,0
6224,6230,808,1
9783,11132,0,0
54578,54577,993,1
29099,51397,825,1
84548,9896,0,0
53919,10299,0,0
9780,9928,0,0
2997,200942,0,0
6181,6222,961,1
10376,81551,800,1
127018,4521,0,0
54084,55794,0,0
65123,25896,993,1
9716,10450,964,1
6422,23673,0,0
51065,6202,777,1
6210,6134,823,1
9399,6494,0,0
51575,11252,0,0
7879,5868,864,1
9910,117166,791,1
6205,6209,962,1
10325,58528,886,1
112487,284217,0,0
372,9276,945,1
55764,57539,862,1
115201,7110,0,0
4792,4790,958,1
9202,9209,0,0
6132,57109,793,1
216,23157,0,0
3669,25833,0,0
1876,9555,0,0
5984,5985,973,1
23671,51493,0,0
6634,6626,800,1
55814,29952,0,0
10343,54920,0,0
6217,55720,837,1
55841,127700,0,0
4088,4089,870,1
118487,56945,800,1
8106,3067,0,0
326625,118924,0,0
55959,11185,0,0
7098,5608,993,1
10988,8850,0,0
5520,55844,710,1
7157,23151,705,1
284361,28999,0,0
30011,9547,0,0
811,5589,940,1
2037,23136,798,1
10905,10253,0,0
83732,6204,800,1
11178,1805,0,0
11065,56893,816,1
9984,29115,797,1
151987,51451,816,1
64769,3300,0,0
54468,7291,0,0
1945,55353,0,0
23585,54741,741,1
11062,3163,0,0
50805,374383,0,0
64983,10240,800,1
5493,344838,0,0
57453,23383,0,0
134701,5802,0,0
1478,56903,855,1
310,8544,714,1
6188,6191,993,1
6119,7486,993,1
23299,4122,0,0
10128,25804,822,1
23435,988,980,1
23521,6159,800,1
1826,51335,0,0
55240,3151,0,0
55325,54556,0,0
51747,54431,0,0
4927,23636,936,1
57545,117245,0,0
2035,23617,0,0
1968,8666,800,1
908,29888,860,1
4705,4711,800,1
3560,3559,870,1
5705,5715,869,1
578,10018,855,1
4942,353189,0,0
11224,6187,961,1
3347,55837,0,0
10008,246213,0,0
375387,2304,0,0
53339,10987,710,1
1193,10686,0,0
54454,3832,0,0
84694,55502,0,0
5211,51720,0,0
10078,10594,713,1
988,5985,980,1
10474,1810,813,1
55588,9969,945,1
491,4438,0,0
51112,6399,828,1
10001,56667,0,0
122553,51399,990,1
1678,3008,0,0
80145,23262,787,1
8884,151742,0,0
79778,55177,0,0
64130,633,0,0
79650,27339,807,1
5439,65123,993,1
6124,6152,962,1
4726,4708,800,1
8089,10902,816,1
3958,388698,0,0
3418,3417,883,1
6129,6135,955,1
2861,820,0,0
8604,128272,0,0
28957,90480,800,1
400569,10001,883,1
80227,3658,0,0
4302,3748,0,0
23091,892,993,1
8637,4082,0,0
9112,57504,892,1
29121,2525,0,0
2563,4854,0,0
1299,134429,0,0
55011,5434,722,1
4536,4708,800,1
7386,4700,800,1
6137,6130,959,1
4705,4723,876,1
53616,9211,855,1
26517,57097,0,0
79753,256281,0,0
27352,131405,0,0
2139,5652,0,0
10465,6628,800,1
3921,6160,810,1
55157,10638,0,0
6604,57492,832,1
5826,64405,0,0
6232,9349,961,1
147657,6884,0,0
3443,56993,0,0
6228,51504,800,1
23154,81027,0,0
11170,348980,0,0
8382,6676,0,0
9545,55107,0,0
6170,6135,800,1
8175,1665,931,1
460,55841,0,0
219541,9862,879,1
1796,399664,0,0
51399,27095,917,1
7942,84148,0,0
55911,8774,0,0
81035,6346,0,0
8864,10777,0,0
3416,7314,800,1
10888,91272,0,0
10048,64795,826,1
91746,7329,0,0
7314,9373,800,1
6164,6193,800,1
4148,6359,0,0
3842,917,0,0
1018,1020,803,1
2067,80198,855,1
51642,64963,800,1
2023,5375,871,1
64843,23635,859,1
902,2159,0,0
10492,3276,810,1
114781,27019,0,0
57823,113091,0,0
4705,55967,874,1
9887,5976,993,1
57118,29937,0,0
27284,203068,0,0
3213,54974,0,0
5111,7520,737,1
3551,9020,912,1
5713,5682,962,1
93643,10850,0,0
51073,6183,800,1
91603,123811,0,0
51074,5825,0,0
2037,220441,0,0
9712,3291,0,0
6605,196528,827,1
80155,23066,847,1
6170,6232,800,1
6233,6147,955,1
4709,4726,900,1
10671,10540,963,1
4862,406,912,1
2494,10818,0,0
26122,64769,810,1
4624,7726,0,0
10651,125972,0,0
6189,3921,958,1
4722,4700,998,1
4709,4700,998,1
1973,8668,820,1
8089,10847,704,1
2587,5116,0,0
11151,57560,813,1
79989,57731,0,0
6391,6390,818,1
28998,64928,934,1
6727,6730,857,1
6176,6224,803,1
23167,6278,0,0
25847,10393,858,1
64343,57282,0,0
5878,64219,0,0
2107,6147,800,1
9389,916,0,0
54623,79577,838,1
7251,11030,0,0
9136,7827,0,0
162515,105,0,0
79139,5447,860,1
374768,54468,0,0
572,4751,0,0
5604,6271,0,0
8674,8775,710,1
6136,6234,956,1
26166,3769,0,0
51649,64979,800,1
10376,54458,0,0
2980,27043,0,0
10130,2941,0,0
80736,8703,0,0
3797,22920,819,1
89869,2140,0,0
2290,23550,0,0
256536,11005,0,0
1160,28954,0,0
841,837,860,1
54847,55114,0,0
9352,10575,784,1
4713,4707,800,1
6187,6134,813,1
1058,8970,800,1
5433,2962,956,1
6155,6234,800,1
2820,4513,828,1
2002,221935,0,0
10568,23040,0,0
5655,10142,0,0
6634,22794,800,1
25984,219285,0,0
4123,117579,0,0
3911,1777,0,0
6191,6156,963,1
26297,92703,0,0
4713,4694,800,1
8621,51691,0,0
5684,118460,820,1
173,10139,0,0
81602,5341,0,0
153768,4061,0,0
5516,10574,860,1
6722,7316,0,0
11222,64976,800,1
6203,6124,963,1
9167,27089,874,1
2803,56849,0,0
6729,6193,800,1
8801,8635,768,1
28973,57129,800,1
4695,4704,998,1
4116,5976,993,1
4779,11219,0,0
64963,64928,800,1
9112,1107,842,1
10877,72,0,0
4722,7385,867,1
79132,8661,830,1
6136,6134,809,1
84911,9343,0,0
9656,6603,838,1
65095,8110,0,0
2100,80336,0,0
821,23193,834,1
3714,55825,0,0
23096,375,800,1
51466,84056,0,0
23108,5790,0,0
7536,51096,0,0
5685,5692,973,1
51258,64976,952,1
9815,4150,0,0
387032,55663,815,1
10137,4507,802,1
6218,6204,837,1
2879,1557,0,0
25915,29078,993,1
8504,6404,0,0
29927,6228,800,1
8175,10285,931,1
8802,2357,0,0
9775,65110,993,1
23221,123606,0,0
83992,5495,860,1
6144,6152,962,1
6598,86,885,1
2339,9168,0,0
23091,81857,993,1
84666,368,0,0
79368,84189,0,0
4701,4696,800,1
23034,4337,0,0
6745,84061,850,1
1738,8050,936,1
51258,84545,800,1
90459,3857,0,0
597,578,858,1
64109,112802,0,0
83992,5516,860,1
339896,50846,0,0
221400,222658,0,0
6129,7264,0,0
55300,114789,0,0
729,51151,0,0
27020,143689,0,0
5683,439,802,1
5717,988,980,1
57129,56945,800,1
5516,7203,860,1
93,1014,0,0
11198,3146,825,1
6205,6204,961,1
8662,8661,879,1
5075,54921,0,0
23521,6133,962,1
64801,319101,0,0
2946,2948,943,1
8976,9322,808,1
200765,3240,0,0
4542,57130,0,0
3038,26027,0,0
2073,3455,0,0
8019,83697,0,0
6206,6191,998,1
857,55974,0,0
6141,25873,961,1
2196,64122,0,0
9712,158038,0,0
728489,50832,0,0
6134,6155,809,1
6144,6128,961,1
1719,195828,0,0
117532,10787,0,0
23234,7479,0,0
54521,9422,0,0
7322,4850,870,1
9648,23347,0,0
284366,3198,0,0
705,6207,800,1
254394,954,0,0
4705,4712,800,1
988,79718,980,1
6727,6223,800,1
11154,5662,0,0
55011,5100,0,0
161,10900,773,1
5564,5261,775,1
5683,51377,819,1
2058,51520,832,1
10916,3903,0,0
10272,6660,0,0
26207,9580,0,0
55004,2475,993,1
1161,1642,870,1
3598,10449,0,0
84946,6234,800,1
1230,91752,0,0
3617,9487,0,0
6138,6728,800,1
11198,1460,817,1
80823,64693,0,0
79625,10870,0,0
5549,84073,0,0
11173,83541,0,0
56127,9134,0,0
10907,10078,713,1
6728,6861,0,0
9465,53340,793,1
4999,326625,0,0
6217,6141,960,1
7293,84913,0,0
29766,10638,0,0
27348,6259,0,0
4146,7942,0,0
6209,6223,963,1
10273,3242,0,0
286676,7266,0,0
54577,27257,0,0
56751,8302,0,0
222229,90522,0,0
4722,54576,0,0
3187,988,980,1
5714,5690,961,1
247,9540,0,0
4072,1501,0,0
85439,80014,0,0
6198,56052,0,0
7775,7589,795,1
6017,9136,0,0
4337,10083,0,0
5903,1104,826,1
57697,116028,998,1
81,7170,825,1
84504,55363,0,0
80312,29893,0,0
51100,1445,0,0
57505,6991,0,0
87769,10175,0,0
27250,1374,0,0
65083,26155,807,1
57794,7329,766,1
7084,4739,0,0
4709,26575,0,0
285527,6892,0,0
6780,55958,0,0
9875,55035,827,1
26031,6257,0,0
6689,90273,0,0
11169,9326,0,0
6649,9254,0,0
157922,145946,0,0
8467,6594,816,1
7105,7293,0,0
9154,5592,0,0
1802,64422,0,0
8175,23451,993,1
79895,85443,0,0
2217,9587,0,0
5796,2350,0,0
8879,10989,854,1
80227,51377,704,1
4536,4725,800,1
6187,6202,962,1
53918,6201,800,1
868,7535,870,1
6132,6218,955,1
79036,3036,0,0
988,1111,980,1
57337,26088,0,0
121278,399474,0,0
5684,7936,871,1
6230,6158,873,1
9045,6173,800,1
23020,10594,998,1
5885,3280,0,0
23543,5881,0,0
79058,165324,815,1
53371,23511,800,1
5914,6256,899,1
5236,5509,0,0
10713,6633,800,1
286205,11193,0,0
2629,92344,0,0
4314,4924,768,1
10273,7336,713,1
1017,7157,701,1
2121,56606,0,0
11224,6223,960,1
6143,4839,745,1
2700,4261,0,0
59345,2787,993,1
7039,92906,0,0
10025,8464,993,1
4736,6156,960,1
134430,146852,0,0
57175,23603,993,1
51535,1141,0,0
991,246184,998,1
6205,10209,800,1
9440,9969,829,1
22948,5515,860,1
170591,6281,802,1
80149,83452,0,0
3159,10929,0,0
93426,651,0,0
1173,22848,784,1
400569,90390,832,1
256710,4803,0,0
57705,6629,0,0
5432,5433,969,1
1152,87,850,1
1427,2867,0,0
158158,9066,0,0
6137,4736,962,1
5500,5504,831,1
1725,1984,810,1
988,10523,980,1
283489,7268,812,1
149628,79706,0,0
343,222166,0,0
57664,286676,0,0
116840,56978,0,0
6652,501,860,1
6139,6204,800,1
6191,6208,998,1
6059,2107,815,1
9787,5901,737,1
64983,64979,800,1
6135,7311,800,1
50846,91653,852,1
10542,8649,998,1
3543,7441,800,1
7314,5707,800,1
3280,2188,993,1
401,90121,0,0
50717,11052,0,0
6133,6229,801,1
79958,5473,0,0
60401,7189,806,1
613212,158866,0,0
1084,5368,0,0
4710,4705,800,1
7347,10413,784,1
3300,2065,0,0
583,1236,0,0
64101,7991,0,0
7691,9826,0,0
9459,8874,860,1
11162,8666,0,0
25839,22796,952,1
55773,2140,0,0
221223,5591,0,0
4316,57472,729,1
55037,51116,994,1
11314,5316,0,0
121643,9640,764,1
4722,4723,978,1
137872,5589,0,0
51663,10449,713,1
2086,5276,0,0
79689,56271,0,0
4646,401190,0,0
79960,22904,0,0
10573,10884,938,1
7375,11153,0,0
